SEX,DATE OF JOINING,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP
M,2013-01-20,Analyst,23.0,42056,IT,29.0,3.0,0
F,2013-09-01,Analyst,25.0,49190,Marketing,17.0,3.0,2
M,2013-02-15,Analyst,21.0,45716,Management,19.0,3.0,0
F,2011-02-26,Associate,30.0,77015,Finance,29.0,3.0,2
M,2014-01-02,Analyst,24.0,42527,Operations,30.0,3.0,1
F,2010-11-14,Director,41.0,355337,IT,24.0,3.0,12
M,2012-07-31,Senior Manager,35.0,170611,Web,25.0,2.0,8
M,2013-11-06,Analyst,25.0,47893,Management,21.0,2.0,2
F,2013-09-01,Analyst,25.0,46808,Operations,28.0,5.0,2
F,2014-06-11,Analyst,23.0,45815,IT,28.0,5.0,0
M,2012-12-14,Manager,35.0,103289,Web,29.0,3.0,11
M,2013-10-22,Analyst,25.0,44025,Operations,30.0,3.0,2
F,2013-02-06,Analyst,22.0,44005,Marketing,18.0,4.0,0
F,2010-06-02,Manager,33.0,119570,Finance,24.0,2.0,4
F,2012-08-17,Associate,32.0,92350,IT,23.0,2.0,5
M,2013-08-20,Analyst,24.0,46791,Finance,26.0,2.0,1
F,2013-04-28,Analyst,21.0,48223,IT,19.0,2.0,0
M,2013-06-11,Analyst,25.0,40149,Finance,16.0,2.0,1
M,2014-06-11,Analyst,22.0,47674,Operations,16.0,2.0,0
F,2014-12-12,Analyst,21.0,48939,Web,26.0,3.0,0
F,2013-05-06,Analyst,22.0,44100,Finance,29.0,3.0,0
F,2012-09-04,Senior Analyst,26.0,58051,Web,21.0,2.0,2
F,2013-05-28,Analyst,24.0,47877,Web,24.0,5.0,0
M,2014-01-13,Analyst,22.0,46157,Marketing,22.0,3.0,0
F,2014-12-24,Analyst,21.0,42047,Finance,17.0,4.0,0
F,2014-07-25,Analyst,21.0,46999,Marketing,17.0,3.0,0
F,2013-03-26,Analyst,23.0,45131,Management,16.0,3.0,0
F,2013-02-24,Analyst,21.0,46862,Finance,29.0,4.0,0
F,2014-12-11,Analyst,23.0,49015,IT,21.0,3.0,1
F,2013-12-12,Associate,29.0,80173,Management,28.0,4.0,2
M,2014-12-20,Analyst,22.0,43113,Marketing,25.0,2.0,0
M,2012-11-16,Associate,31.0,86669,Marketing,19.0,3.0,5
M,2013-09-22,Analyst,21.0,40397,Marketing,26.0,3.0,0
F,2014-09-18,Analyst,22.0,44694,Operations,23.0,2.0,0
M,2013-05-21,Associate,29.0,97946,Management,21.0,4.0,5
M,2014-05-28,Analyst,24.0,41396,Web,22.0,3.0,1
M,2013-04-20,Analyst,25.0,42280,Management,17.0,5.0,1
F,2014-09-06,Senior Analyst,27.0,61390,Management,22.0,2.0,4
F,2013-09-12,Analyst,24.0,43310,Web,29.0,4.0,1
M,2014-11-01,Senior Analyst,28.0,60522,Marketing,17.0,5.0,2
F,2014-05-18,Analyst,25.0,45081,Finance,25.0,3.0,2
F,2011-11-14,Manager,32.0,144332,IT,17.0,4.0,6
F,2014-09-06,Analyst,21.0,49576,Management,24.0,5.0,0
F,2013-10-28,Analyst,24.0,40329,Finance,29.0,2.0,1
M,2014-05-31,Analyst,25.0,41781,Web,18.0,5.0,2
M,2014-01-15,Analyst,25.0,49522,Finance,17.0,2.0,2
M,2014-05-25,Senior Analyst,28.0,65656,Operations,30.0,2.0,3
F,2013-10-07,Analyst,24.0,49949,Finance,22.0,3.0,1
F,2014-02-05,Analyst,25.0,40161,Operations,17.0,4.0,2
F,2014-02-15,Analyst,24.0,42052,IT,25.0,5.0,1
F,2013-03-05,Analyst,24.0,45722,Marketing,22.0,2.0,0
M,2013-06-23,Associate,28.0,78615,Marketing,16.0,2.0,3
M,2014-09-18,Analyst,23.0,40565,Marketing,23.0,3.0,1
M,2013-06-23,Analyst,24.0,46662,Management,22.0,3.0,0
F,2010-02-20,Senior Manager,38.0,190850,Marketing,25.0,2.0,11
M,2013-02-11,Analyst,25.0,40752,Operations,29.0,2.0,1
F,2014-10-01,Analyst,23.0,41988,Operations,17.0,3.0,1
F,2014-06-15,Analyst,25.0,43328,Operations,17.0,4.0,2
M,2014-02-10,Senior Analyst,27.0,58848,IT,30.0,3.0,2
M,2014-03-09,Analyst,21.0,44718,Management,28.0,4.0,0
M,2014-09-06,Analyst,25.0,40231,Web,29.0,2.0,3
F,2014-01-14,Senior Analyst,26.0,54475,IT,21.0,5.0,0
M,2013-11-24,Analyst,23.0,40085,Finance,24.0,4.0,0
M,2013-02-18,Analyst,21.0,49666,IT,27.0,4.0,0
M,2014-12-24,Analyst,21.0,45277,IT,27.0,3.0,0
F,2014-09-08,Analyst,24.0,44002,Web,27.0,5.0,2
F,2013-07-06,Analyst,24.0,45621,Marketing,25.0,4.0,0
F,2014-05-17,Analyst,24.0,40578,Marketing,26.0,4.0,1
M,2013-06-07,Analyst,21.0,42879,Finance,21.0,5.0,0
M,2014-09-29,Analyst,21.0,40095,Finance,17.0,2.0,0
F,2014-05-29,Analyst,23.0,49364,Management,22.0,4.0,0
M,2013-05-19,Senior Analyst,25.0,58428,Finance,29.0,2.0,0
F,2014-02-10,Analyst,24.0,40043,Management,21.0,4.0,1
F,2014-03-04,Analyst,22.0,41193,Finance,22.0,3.0,0
F,2013-09-22,Analyst,24.0,49045,Web,24.0,3.0,1
F,2013-01-20,Analyst,24.0,47291,Marketing,18.0,5.0,0
M,2013-11-13,Analyst,25.0,45296,Marketing,26.0,2.0,2
F,2014-11-08,Analyst,21.0,44281,Operations,15.0,4.0,0
F,2013-07-07,Senior Analyst,25.0,50605,IT,23.0,5.0,0
M,2013-07-24,Analyst,22.0,48858,Management,23.0,3.0,0
F,2014-04-20,Senior Analyst,26.0,57783,Management,23.0,3.0,0
M,2012-01-02,Senior Analyst,28.0,61413,Web,21.0,5.0,3
M,2013-11-27,Analyst,25.0,43074,Marketing,25.0,5.0,2
M,2013-06-26,Analyst,24.0,46659,Web,30.0,5.0,0
F,2013-01-22,Analyst,25.0,43893,Finance,20.0,5.0,1
M,2013-08-27,Analyst,23.0,40526,Management,24.0,4.0,0
F,2014-10-17,Analyst,25.0,48903,IT,16.0,3.0,3
M,2012-09-14,Manager,32.0,130328,Finance,18.0,3.0,4
F,2013-09-07,Analyst,22.0,43886,Finance,28.0,5.0,0
F,2014-06-30,Analyst,22.0,49868,Finance,20.0,4.0,0
F,2014-07-19,Analyst,23.0,43964,Management,17.0,3.0,1
F,2014-12-25,Analyst,22.0,45721,IT,17.0,3.0,0
M,2013-05-31,Analyst,25.0,44738,Marketing,28.0,3.0,1
F,2013-04-16,Analyst,21.0,41365,Marketing,17.0,3.0,0
M,2013-03-27,Analyst,22.0,41159,IT,20.0,5.0,0
F,2013-11-05,Analyst,21.0,43328,Web,20.0,3.0,0
F,2013-02-28,Analyst,25.0,40219,Marketing,22.0,4.0,1
M,2013-08-23,Analyst,23.0,41718,Management,28.0,4.0,0
F,2013-07-28,Analyst,23.0,41304,Web,20.0,4.0,0
M,2014-07-04,Analyst,23.0,42012,IT,30.0,5.0,0
F,2013-07-23,Analyst,25.0,41619,IT,23.0,2.0,2
M,2013-10-26,Analyst,22.0,48976,IT,30.0,3.0,0
F,2013-08-22,Analyst,21.0,46224,Operations,23.0,2.0,0
F,2013-08-10,Analyst,23.0,41144,IT,22.0,5.0,0
M,2014-01-04,Analyst,21.0,44850,Web,21.0,2.0,0
F,2013-11-09,Analyst,23.0,48279,IT,15.0,4.0,0
F,2014-04-10,Analyst,21.0,47061,Management,30.0,4.0,0
M,2013-08-29,Analyst,21.0,47422,Management,16.0,3.0,0
M,2014-11-07,Analyst,21.0,44602,Web,15.0,4.0,0
F,2015-01-24,Analyst,25.0,40288,Finance,16.0,3.0,3
M,2014-03-20,Senior Analyst,28.0,63156,Finance,26.0,5.0,4
M,2014-09-22,Analyst,22.0,49896,IT,20.0,4.0,0
F,2014-07-16,Analyst,22.0,46427,IT,19.0,4.0,0
F,2015-01-09,Analyst,24.0,44795,Finance,29.0,5.0,2
F,2014-03-02,Analyst,24.0,49183,IT,19.0,2.0,1
M,2013-09-07,Analyst,25.0,48042,IT,22.0,4.0,2
M,2014-04-05,Analyst,24.0,46126,Marketing,21.0,2.0,1
F,2014-05-23,Analyst,25.0,40946,Finance,23.0,5.0,2
F,2013-02-13,Analyst,22.0,48808,Finance,24.0,4.0,0
M,2014-08-13,Analyst,25.0,46956,Marketing,18.0,2.0,3
F,2013-04-08,Analyst,24.0,43201,Operations,16.0,4.0,0
M,2012-09-14,Senior Analyst,25.0,61368,Finance,20.0,3.0,0
M,2013-08-26,Analyst,24.0,47890,Management,20.0,2.0,1
F,2014-10-24,Associate,28.0,71816,Management,20.0,4.0,4
M,2013-09-09,Analyst,25.0,44182,IT,15.0,3.0,2
F,2014-02-07,Analyst,25.0,49466,Marketing,25.0,4.0,2
M,2014-11-27,Analyst,24.0,40927,IT,18.0,4.0,2
M,2014-10-03,Manager,32.0,110064,Web,30.0,2.0,9
F,2014-02-18,Analyst,24.0,41904,Web,20.0,2.0,1
M,2011-01-26,Associate,28.0,99505,Marketing,20.0,3.0,1
M,2013-09-10,Analyst,21.0,49980,IT,23.0,3.0,0
F,2014-06-25,Analyst,21.0,42277,Marketing,17.0,4.0,0
M,2013-03-13,Analyst,22.0,47500,Operations,28.0,5.0,0
F,2014-08-21,Analyst,22.0,49785,Finance,18.0,2.0,0
M,2014-08-13,Analyst,22.0,45319,Web,22.0,4.0,0
M,2014-03-23,Analyst,24.0,45329,Management,27.0,2.0,1
F,2014-08-30,Analyst,21.0,41225,IT,18.0,5.0,0
M,2013-08-31,Analyst,24.0,47143,Management,27.0,3.0,1
F,2014-10-16,Analyst,22.0,43064,Management,19.0,5.0,0
M,2014-05-11,Analyst,23.0,41277,Operations,28.0,4.0,0
F,2013-04-18,Analyst,21.0,47458,Web,16.0,4.0,0
F,2013-12-20,Analyst,23.0,41608,Management,19.0,3.0,0
F,2013-03-08,Senior Analyst,27.0,60352,IT,16.0,2.0,0
F,2014-03-24,Analyst,23.0,44988,Web,22.0,4.0,0
F,2013-07-05,Analyst,25.0,46004,Marketing,29.0,2.0,1
M,2013-12-17,Analyst,25.0,41135,Operations,19.0,2.0,2
M,2014-10-16,Manager,34.0,147110,Finance,20.0,5.0,10
F,2012-07-20,Associate,31.0,88069,Management,15.0,5.0,3
M,2013-06-16,Analyst,24.0,41146,IT,21.0,5.0,0
M,2014-10-10,Senior Analyst,27.0,50084,Management,27.0,2.0,1
F,2014-03-02,Analyst,25.0,46519,Web,16.0,2.0,2
M,2013-10-19,Analyst,22.0,40438,Operations,16.0,5.0,0
F,2014-01-07,Associate,31.0,94836,Finance,18.0,2.0,6
F,2012-09-19,Senior Analyst,26.0,66244,Operations,27.0,4.0,0
M,2014-02-24,Analyst,25.0,49706,Web,20.0,3.0,2
M,2013-02-14,Associate,32.0,75780,Finance,30.0,3.0,5
F,2013-12-30,Analyst,23.0,43902,Marketing,16.0,3.0,0
F,2013-05-24,Director,42.0,270193,Operations,28.0,4.0,15
F,2014-12-05,Analyst,25.0,49766,Management,21.0,5.0,3
F,2013-03-08,Analyst,21.0,45000,Operations,18.0,3.0,0
M,2013-12-29,Senior Analyst,25.0,69966,Marketing,21.0,5.0,2
M,2014-01-03,Analyst,24.0,41679,Web,22.0,4.0,1
M,2014-03-20,Analyst,25.0,42466,IT,21.0,4.0,2
F,2014-12-24,Analyst,25.0,44366,Web,20.0,4.0,3
M,2014-05-16,Analyst,25.0,48098,Web,16.0,2.0,2
F,2013-09-11,Analyst,23.0,42225,IT,15.0,5.0,0
F,2012-04-09,Associate,28.0,70567,Marketing,25.0,5.0,2
F,2014-07-12,Senior Analyst,27.0,57497,Operations,30.0,3.0,1
M,2012-07-09,Senior Analyst,26.0,54573,Operations,23.0,2.0,0
M,2013-05-18,Associate,29.0,76494,IT,16.0,2.0,2
F,2013-07-11,Analyst,22.0,48177,IT,15.0,3.0,0
M,2014-11-06,Analyst,24.0,49866,Marketing,25.0,5.0,2
M,2014-08-28,Associate,28.0,79118,Management,24.0,4.0,6
M,2014-04-14,Analyst,24.0,46043,Finance,16.0,2.0,1
M,2012-06-06,Manager,32.0,114239,IT,18.0,2.0,7
F,2013-02-01,Analyst,25.0,48353,Management,30.0,2.0,1
M,2013-12-13,Analyst,21.0,46644,Operations,19.0,4.0,0
M,2014-06-26,Analyst,25.0,41071,IT,26.0,2.0,2
F,2012-10-06,Senior Analyst,25.0,60307,Management,25.0,2.0,0
F,2013-10-02,Manager,33.0,103640,Operations,16.0,3.0,6
M,2012-07-16,Senior Analyst,26.0,60394,Marketing,17.0,5.0,1
M,2014-02-18,Analyst,21.0,41353,IT,25.0,2.0,0
M,2015-01-22,Senior Analyst,27.0,59182,Management,21.0,2.0,5
F,2014-05-30,Analyst,24.0,40820,Operations,28.0,3.0,1
M,2013-08-11,Analyst,22.0,42828,Management,27.0,4.0,0
M,2014-06-29,Analyst,23.0,46137,Management,28.0,5.0,0
M,2014-09-26,Analyst,21.0,46306,Management,16.0,4.0,0
M,2014-06-01,Analyst,25.0,41942,Finance,26.0,2.0,2
F,2013-02-28,Analyst,23.0,46669,Marketing,17.0,4.0,0
M,2014-08-11,Analyst,25.0,48363,Operations,26.0,5.0,3
M,2013-05-14,Manager,33.0,128247,Management,28.0,2.0,6
M,2013-02-11,Analyst,24.0,48015,IT,26.0,5.0,0
M,2013-03-22,Senior Analyst,25.0,55455,Finance,30.0,3.0,0
M,2013-05-31,Analyst,25.0,42735,Marketing,20.0,2.0,1
F,2014-09-21,Analyst,25.0,41956,Marketing,18.0,5.0,3
M,2014-11-11,Analyst,22.0,48868,Finance,24.0,2.0,0
F,2013-04-14,Analyst,25.0,46623,Management,16.0,5.0,1
M,2014-12-09,Analyst,24.0,47899,IT,15.0,4.0,2
M,2013-05-29,Analyst,24.0,40188,Finance,18.0,4.0,0
M,2013-06-27,Associate,32.0,91602,Management,27.0,2.0,7
F,2014-04-14,Analyst,21.0,49048,Operations,15.0,2.0,0
M,2014-11-23,Analyst,24.0,41412,Marketing,30.0,2.0,2
M,2014-10-15,Analyst,23.0,41951,Management,26.0,3.0,1
F,2014-12-15,Analyst,24.0,45896,Web,20.0,2.0,2
M,2014-06-04,Analyst,25.0,45597,Operations,30.0,3.0,2
F,2014-08-19,Senior Manager,39.0,151373,Marketing,24.0,4.0,16
M,2014-03-16,Senior Analyst,27.0,65596,Operations,25.0,3.0,1
M,2014-12-25,Analyst,25.0,42494,Management,20.0,5.0,3
M,2014-01-18,Analyst,24.0,41312,Web,22.0,3.0,1
F,2014-09-22,Analyst,22.0,48555,Operations,17.0,4.0,0
M,2013-09-24,Analyst,21.0,49632,Marketing,18.0,3.0,0
M,2012-05-25,Associate,29.0,89791,IT,27.0,5.0,3
F,2014-03-28,Analyst,23.0,44886,Marketing,23.0,4.0,0
M,2013-05-26,Analyst,25.0,40886,IT,25.0,4.0,1
M,2013-10-31,Senior Analyst,26.0,65383,Management,17.0,2.0,0
F,2012-07-21,Director,45.0,320148,Management,18.0,2.0,18
F,2013-01-24,Analyst,24.0,48696,IT,18.0,2.0,0
M,2014-09-01,Analyst,23.0,47701,Operations,22.0,5.0,1
M,2012-08-25,Director,40.0,232682,IT,16.0,4.0,15
F,2013-07-06,Analyst,21.0,42747,Web,29.0,2.0,0
M,2013-03-31,Analyst,21.0,46170,IT,26.0,2.0,0
M,2013-08-11,Analyst,22.0,45997,Operations,24.0,2.0,0
F,2013-01-16,Analyst,22.0,48962,Web,18.0,2.0,0
F,2013-06-26,Analyst,23.0,42847,Web,17.0,4.0,0
M,2014-12-01,Analyst,24.0,40704,Marketing,26.0,5.0,2
M,2014-02-08,Senior Analyst,28.0,61867,IT,23.0,5.0,5
F,2014-06-28,Analyst,21.0,48067,Management,29.0,4.0,0
M,2014-10-05,Analyst,23.0,48939,Management,15.0,5.0,1
F,2014-12-26,Analyst,22.0,41230,Finance,27.0,3.0,0
F,2014-09-04,Analyst,22.0,41449,IT,18.0,3.0,0
M,2013-05-08,Associate,29.0,93073,Marketing,28.0,3.0,2
F,2013-03-23,Analyst,24.0,42625,Marketing,28.0,4.0,0
F,2013-03-02,Analyst,24.0,47458,Finance,19.0,3.0,0
M,2013-01-16,Analyst,24.0,43070,Finance,19.0,3.0,0
F,2013-07-11,Analyst,21.0,40431,Management,22.0,5.0,0
M,2014-02-04,Manager,33.0,141477,IT,15.0,5.0,9
M,2013-11-20,Analyst,25.0,45555,Operations,20.0,4.0,2
M,2013-10-19,Senior Analyst,28.0,58745,Finance,19.0,3.0,2
F,2014-07-19,Analyst,25.0,41580,Operations,25.0,5.0,3
F,2013-04-21,Analyst,25.0,45739,Management,16.0,2.0,1
M,2010-03-01,Director,40.0,218098,IT,25.0,5.0,11
M,2013-09-12,Analyst,25.0,40935,Operations,30.0,2.0,2
F,2014-06-10,Analyst,25.0,41310,Operations,27.0,2.0,2
M,2012-03-28,Senior Analyst,28.0,52071,Management,23.0,3.0,0
F,2014-12-31,Analyst,24.0,44594,Operations,18.0,2.0,2
M,2013-01-20,Analyst,22.0,49957,Web,24.0,2.0,0
F,2013-01-29,Analyst,22.0,48993,Marketing,28.0,4.0,0
F,2011-10-17,Associate,30.0,89043,Management,27.0,4.0,5
F,2011-10-22,Associate,31.0,96276,Finance,16.0,5.0,3
F,2014-07-22,Analyst,22.0,47904,Web,20.0,3.0,0
F,2013-05-21,Analyst,21.0,43835,Marketing,22.0,2.0,0
M,2012-07-09,Senior Manager,36.0,177587,Operations,15.0,2.0,8
F,2013-12-09,Analyst,22.0,43628,Web,25.0,5.0,0
F,2013-12-25,Analyst,22.0,49592,Management,24.0,4.0,0
M,2014-10-31,Analyst,21.0,48331,Operations,27.0,3.0,0
M,2013-11-10,Senior Analyst,28.0,68604,Marketing,17.0,4.0,5
M,2011-07-15,Associate,31.0,71026,Marketing,26.0,4.0,6
M,2014-09-18,Analyst,21.0,47014,Marketing,27.0,2.0,0
M,2013-07-05,Analyst,22.0,41329,Management,22.0,2.0,0
M,2011-04-06,Manager,35.0,129107,Web,30.0,4.0,6
F,2013-07-31,Analyst,24.0,43714,IT,20.0,2.0,1
F,2013-01-17,Analyst,22.0,40031,Management,18.0,2.0,0
F,2013-08-02,Analyst,22.0,44739,IT,23.0,4.0,0
M,2013-11-08,Analyst,25.0,49499,Operations,19.0,4.0,2
M,2014-05-13,Senior Analyst,26.0,53988,Web,30.0,2.0,0
F,2013-07-18,Associate,32.0,99412,Marketing,21.0,5.0,7
F,2013-03-24,Analyst,21.0,46071,Management,24.0,2.0,0
M,2013-08-02,Analyst,22.0,47148,IT,26.0,2.0,0
M,2014-06-12,Analyst,23.0,43007,IT,23.0,3.0,0
M,2014-01-19,Analyst,23.0,46469,Operations,24.0,4.0,0
M,2012-10-21,Manager,32.0,100952,Management,20.0,2.0,5
M,2014-11-27,Analyst,24.0,48114,Finance,23.0,2.0,2
F,2013-09-15,Senior Analyst,25.0,58736,Finance,17.0,2.0,0
F,2013-10-19,Analyst,24.0,42037,Management,15.0,5.0,1
M,2014-09-07,Analyst,23.0,44538,Operations,15.0,5.0,1
F,2013-10-30,Senior Analyst,25.0,68319,Operations,26.0,5.0,0
M,2013-07-17,Senior Analyst,25.0,65324,Management,17.0,2.0,2
M,2014-06-15,Analyst,21.0,45042,Marketing,19.0,5.0,0
M,2014-02-09,Analyst,23.0,47305,Finance,19.0,2.0,0
F,2013-06-01,Analyst,23.0,43776,Operations,18.0,2.0,0
M,2013-09-30,Analyst,21.0,41621,Management,29.0,4.0,0
M,2014-10-13,Analyst,21.0,43542,Marketing,24.0,5.0,0
F,2014-01-07,Associate,32.0,92074,Web,16.0,5.0,7
F,2013-03-30,Analyst,23.0,45735,Finance,28.0,3.0,0
M,2014-01-13,Analyst,23.0,44767,Operations,26.0,4.0,0
F,2013-08-11,Analyst,25.0,45429,IT,28.0,3.0,2
F,2014-11-10,Analyst,23.0,41786,Marketing,21.0,3.0,1
F,2014-01-30,Analyst,21.0,47143,Management,21.0,3.0,0
F,2014-04-18,Analyst,25.0,47286,Finance,29.0,3.0,2
F,2013-07-07,Analyst,22.0,47892,Operations,29.0,5.0,0
M,2015-01-11,Analyst,22.0,41250,Operations,29.0,5.0,0
F,2014-12-02,Analyst,22.0,41953,IT,16.0,4.0,0
F,2014-12-19,Analyst,22.0,46244,Operations,16.0,4.0,0
F,2013-12-17,Associate,30.0,87011,Marketing,20.0,4.0,6
F,2013-12-25,Analyst,24.0,49529,Finance,18.0,4.0,1
M,2014-02-28,Analyst,23.0,46752,IT,20.0,2.0,0
M,2014-06-03,Analyst,24.0,45402,Finance,22.0,4.0,1
F,2013-10-22,Analyst,23.0,41142,Operations,23.0,3.0,0
F,2013-09-20,Analyst,21.0,48221,Management,28.0,3.0,0
F,2012-02-09,Manager,32.0,102996,IT,24.0,2.0,4
M,2014-12-23,Senior Analyst,25.0,60990,IT,21.0,3.0,3
F,2012-02-04,Associate,32.0,91767,IT,21.0,4.0,6
M,2014-11-02,Analyst,22.0,45781,Marketing,16.0,4.0,0
M,2013-02-24,Analyst,23.0,48049,IT,27.0,5.0,0
F,2013-09-13,Analyst,24.0,49368,Management,19.0,5.0,1
F,2014-10-11,Associate,32.0,88400,IT,25.0,4.0,6
M,2014-12-25,Associate,29.0,94321,Web,29.0,2.0,4
F,2014-08-30,Analyst,21.0,45411,Management,23.0,3.0,0
F,2014-11-21,Analyst,23.0,48612,IT,26.0,5.0,1
F,2014-11-10,Senior Analyst,28.0,64108,Web,20.0,5.0,4
M,2013-05-05,Analyst,22.0,48198,Web,17.0,4.0,0
M,2011-03-01,Associate,29.0,86942,Management,18.0,3.0,2
M,2013-08-23,Analyst,24.0,46471,Management,28.0,5.0,1
F,2014-04-22,Analyst,24.0,44649,IT,30.0,3.0,1
F,2013-07-19,Senior Analyst,27.0,54048,Management,20.0,5.0,3
M,2014-06-21,Analyst,24.0,45217,Finance,23.0,2.0,1
M,2015-01-16,Director,42.0,324129,Web,27.0,3.0,16
M,2014-02-07,Analyst,24.0,40570,Marketing,15.0,3.0,1
M,2014-01-01,Analyst,25.0,45011,Management,18.0,5.0,2
F,2013-03-02,Analyst,21.0,47547,Web,15.0,2.0,0
M,2013-03-23,Analyst,23.0,49798,IT,22.0,3.0,0
F,2013-01-26,Analyst,23.0,44824,Marketing,28.0,5.0,0
F,2013-01-26,Analyst,22.0,41192,Marketing,28.0,4.0,0
M,2013-02-18,Analyst,25.0,46295,Operations,18.0,4.0,1
F,2013-01-28,Analyst,25.0,47135,Operations,19.0,5.0,1
M,2013-10-14,Analyst,24.0,41845,Marketing,29.0,3.0,1
M,2013-02-19,Senior Analyst,26.0,52678,Finance,15.0,3.0,0
F,2014-12-18,Analyst,25.0,44039,IT,25.0,4.0,3
M,2011-11-11,Associate,28.0,83947,Web,27.0,5.0,3
F,2014-09-27,Analyst,25.0,49173,Finance,16.0,2.0,3
M,2013-06-12,Analyst,24.0,40340,Management,22.0,2.0,0
M,2013-01-16,Analyst,23.0,49032,Marketing,21.0,2.0,0
M,2012-03-16,Senior Analyst,26.0,58638,Marketing,25.0,2.0,1
F,2012-04-19,Senior Analyst,26.0,52225,Operations,26.0,5.0,0
F,2013-04-19,Analyst,21.0,40980,Marketing,17.0,3.0,0
M,2014-05-05,Analyst,21.0,45335,Operations,20.0,3.0,0
M,2014-11-02,Analyst,22.0,41593,Web,19.0,2.0,0
M,2014-05-25,Analyst,25.0,43910,Marketing,16.0,4.0,2
M,2012-03-17,Senior Analyst,25.0,66563,IT,16.0,2.0,0
F,2013-05-09,Analyst,23.0,45573,Web,16.0,4.0,0
M,2014-12-27,Analyst,21.0,46241,Management,25.0,2.0,0
M,2013-10-19,Analyst,24.0,44892,Management,16.0,3.0,1
F,2014-09-08,Analyst,23.0,41312,Marketing,17.0,2.0,1
M,2014-12-22,Analyst,22.0,45099,Operations,17.0,2.0,0
F,2014-07-29,Manager,34.0,128265,Finance,30.0,3.0,11
F,2014-10-20,Analyst,22.0,49710,Management,17.0,4.0,0
F,2014-03-05,Analyst,22.0,43307,IT,27.0,4.0,0
F,2013-10-02,Analyst,22.0,40357,Marketing,27.0,2.0,0
F,2015-01-21,Analyst,24.0,48817,Management,25.0,4.0,2
F,2013-01-10,Analyst,22.0,45392,IT,28.0,2.0,0
M,2013-07-06,Analyst,25.0,46566,Management,16.0,5.0,1
F,2013-05-24,Analyst,21.0,47336,Management,19.0,4.0,0
F,2012-06-25,Associate,32.0,96410,Management,25.0,4.0,6
M,2013-11-21,Analyst,22.0,49878,Marketing,24.0,5.0,0
F,2013-07-09,Analyst,22.0,45147,Marketing,30.0,2.0,0
F,2013-06-27,Analyst,23.0,45645,Web,15.0,3.0,0
M,2013-11-27,Analyst,25.0,46064,IT,18.0,3.0,2
F,2014-03-03,Analyst,23.0,43288,Operations,27.0,5.0,0
F,2013-12-07,Analyst,22.0,40208,Operations,17.0,3.0,0
M,2014-12-30,Analyst,25.0,42070,Management,23.0,2.0,3
M,2014-05-06,Analyst,22.0,49577,Web,19.0,4.0,0
M,2012-05-24,Senior Analyst,27.0,56112,Management,18.0,5.0,0
M,2013-08-21,Analyst,24.0,46762,Marketing,19.0,2.0,1
F,2014-03-21,Analyst,21.0,44323,Operations,20.0,2.0,0
M,2012-01-04,Senior Manager,37.0,153769,Marketing,19.0,3.0,8
M,2013-11-22,Analyst,21.0,40762,IT,30.0,4.0,0
F,2014-09-09,Analyst,24.0,49567,Operations,21.0,4.0,2
F,2014-05-09,Senior Analyst,28.0,65810,Finance,21.0,2.0,5
F,2012-02-16,Associate,30.0,99311,Finance,25.0,4.0,5
F,2013-10-30,Analyst,23.0,43495,Finance,26.0,2.0,0
F,2013-08-22,Analyst,25.0,40073,IT,15.0,5.0,2
M,2013-08-05,Analyst,21.0,49380,Management,30.0,4.0,0
M,2012-08-15,Senior Analyst,26.0,64480,Finance,30.0,5.0,2
M,2013-10-01,Analyst,22.0,49549,Finance,23.0,5.0,0
M,2013-08-19,Analyst,24.0,46369,Management,28.0,3.0,1
F,2014-12-31,Analyst,25.0,46488,IT,15.0,2.0,3
M,2014-08-28,Analyst,23.0,49101,Marketing,20.0,5.0,1
M,2014-12-29,Analyst,23.0,41895,Operations,20.0,5.0,1
F,2014-07-26,Analyst,25.0,48957,Web,23.0,3.0,3
M,2014-01-29,Analyst,21.0,49271,Management,28.0,4.0,0
M,2011-07-05,Manager,34.0,139380,Marketing,29.0,2.0,4
F,2014-05-06,Analyst,25.0,47229,Marketing,17.0,5.0,2
M,2014-08-17,Analyst,25.0,47747,Operations,22.0,5.0,3
M,2014-04-19,Analyst,23.0,47348,Operations,19.0,4.0,0
M,2013-09-28,Analyst,22.0,44163,Management,16.0,2.0,0
F,2013-08-09,Associate,32.0,78556,Marketing,16.0,3.0,5
F,2014-01-18,Analyst,23.0,46984,Web,24.0,4.0,0
M,2013-08-06,Analyst,25.0,45435,Operations,24.0,5.0,2
M,2013-05-08,Analyst,21.0,47301,Web,24.0,4.0,0
F,2014-05-23,Analyst,24.0,42428,Management,15.0,3.0,1
M,2014-06-11,Analyst,24.0,49654,Finance,27.0,4.0,1
M,2013-02-20,Analyst,24.0,42266,Management,20.0,5.0,0
M,2012-01-24,Associate,29.0,70823,Web,26.0,5.0,0
M,2014-01-12,Analyst,22.0,48266,IT,21.0,3.0,0
F,2013-05-25,Senior Analyst,28.0,69841,Management,21.0,5.0,0
F,2014-08-08,Director,39.0,368887,Management,21.0,3.0,13
M,2014-08-31,Analyst,23.0,41454,Finance,25.0,4.0,1
F,2014-07-26,Analyst,21.0,49799,Web,15.0,2.0,0
F,2011-07-09,Associate,32.0,95768,Web,15.0,5.0,2
M,2013-08-24,Analyst,25.0,47993,Marketing,26.0,5.0,2
